material,weight_kg,transport_mode,transport_distance_km,manufacturing_intensity,material_co2,manufacturing_co2,transport_co2,total_co2_kg,material_encoded,transport_encoded,intensity_encoded
Aluminum,4.859,ROAD,1215.8,MEDIUM,39.842,18.22,0.709,53.987,0,2,2
Wheat,2.827,AIR,10948.1,LOW,3.958,0.99,29.405,32.466,32,0,1
Milk,1.721,ROAD,2327.7,MEDIUM,3.269,1.807,0.481,5.22,18,2,2
Rice,0.207,RAIL,953.3,LOW,0.827,0.083,0.005,0.924,26,1,1
Lentils,3.426,SEA,6129.0,LOW,3.084,1.028,0.315,4.3,16,3,1
Turkey,13.058,ROAD,1647.4,LOW,142.331,6.529,2.581,158.369,31,2,1
Wool,0.94,RAIL,2047.3,HIGH,9.777,4.606,0.048,15.1,34,1,0
Shrimp,0.752,RAIL,4605.1,MEDIUM,13.541,1.467,0.087,16.289,27,1,2
Glass,4.723,ROAD,1836.3,HIGH,4.25,19.835,1.041,23.855,13,2,0
Paper,1.149,ROAD,1976.7,LOW,1.494,0.575,0.273,2.245,21,2,1
Tomatoes,1.23,AIR,8475.7,HIGH,2.582,2.582,9.901,15.209,30,0,0
Lettuce,0.27,SEA,12031.8,HIGH,0.243,0.473,0.049,0.858,17,3,0
Aluminum,1.148,ROAD,2026.9,MEDIUM,9.412,4.304,0.279,13.657,0,2,2
Pork,1.095,ROAD,1349.2,HIGH,13.253,4.217,0.177,17.185,24,2,0
Lettuce,4.878,RAIL,3385.7,LOW,4.39,1.219,0.413,5.769,17,1,1
Cheese,0.542,ROAD,2835.6,HIGH,7.319,1.897,0.184,9.682,6,2,0
Lentils,4.814,ROAD,1104.7,LOW,4.332,1.444,0.638,6.154,16,2,1
Milk,0.689,ROAD,189.2,MEDIUM,1.309,0.723,0.016,2.17,18,2,2
Beef,16.101,ROAD,138.9,MEDIUM,434.723,28.982,0.268,450.147,4,2,2
Rice,0.663,AIR,3953.8,LOW,2.651,0.265,2.489,5.205,26,0,1
Lentils,1.938,SEA,8405.8,LOW,1.744,0.581,0.244,2.682,16,3,1
Lentils,2.763,ROAD,2443.4,LOW,2.487,0.829,0.81,4.201,16,2,1
Fish_Wild,0.434,SEA,16250.7,LOW,1.257,0.173,0.106,1.615,12,3,1
Potatoes,4.871,ROAD,1637.9,LOW,2.436,1.218,0.957,4.27,25,2,1
Shrimp,5.532,ROAD,2535.4,MEDIUM,99.571,10.787,1.683,106.628,27,2,2
Cotton,1.746,ROAD,2124.9,LOW,9.604,1.135,0.445,11.75,9,2,1
Apples,0.556,ROAD,542.1,LOW,0.222,0.139,0.036,0.38,1,2,1
Glass,18.861,ROAD,827.4,HIGH,16.975,79.216,1.873,99.507,13,2,0
Beef,1.496,ROAD,1439.8,HIGH,40.382,6.282,0.258,50.79,4,2,0
Turkey,3.121,SEA,8421.9,HIGH,34.019,10.924,0.394,43.846,31,3,0
Corn,0.685,AIR,10235.5,MEDIUM,0.753,0.719,6.66,8.132,8,0,2
Beans,2.336,ROAD,936.8,LOW,2.336,0.701,0.263,3.26,3,2,1
Milk,1.36,AIR,11018.5,HIGH,2.584,3.332,14.236,20.513,18,0,0
Apples,5.83,ROAD,105.0,MEDIUM,2.332,4.373,0.073,7.139,1,2,2
Leather,0.201,SEA,5744.6,HIGH,3.414,1.406,0.017,4.941,15,3,0
Plastic,2.235,ROAD,557.4,LOW,7.824,1.788,0.15,9.941,22,2,1
Aluminum,4.907,AIR,8490.8,MEDIUM,40.239,18.402,39.582,96.033,0,0,2
Fish_Wild,0.577,SEA,18372.6,MEDIUM,1.673,0.692,0.159,2.501,12,3,2
Wood,4.67,ROAD,766.6,HIGH,2.335,13.076,0.43,16.101,33,2,0
Glass,10.826,ROAD,461.4,MEDIUM,9.743,19.486,0.599,25.5,13,2,2
Steel,2.546,ROAD,1886.1,HIGH,7.128,16.037,0.576,23.549,28,2,0
Corn,0.569,SEA,9259.4,HIGH,0.625,1.393,0.079,2.081,8,3,0
Beans,2.228,ROAD,2725.6,MEDIUM,2.228,2.005,0.729,4.936,3,2,2
Chicken,1.85,SEA,19200.3,LOW,12.762,0.925,0.533,13.623,7,3,1
Tomatoes,31.973,ROAD,2711.5,MEDIUM,67.143,28.776,10.403,115.839,30,2,2
Fish_Wild,11.982,ROAD,1552.9,LOW,34.747,4.793,2.233,44.644,12,2,1
Bananas,11.075,SEA,14000.9,LOW,7.753,2.769,2.326,14.198,2,3,1
Steel,3.924,ROAD,2668.1,HIGH,10.987,24.721,1.256,37.147,28,2,0
Cheese,0.364,RAIL,1271.8,MEDIUM,4.919,0.547,0.012,5.017,6,1,2
Potatoes,6.213,ROAD,504.2,MEDIUM,3.107,4.66,0.376,7.907,25,2,2
Aluminum,1.031,ROAD,2512.6,HIGH,8.454,9.021,0.311,18.844,0,2,0
Turkey,6.095,RAIL,3994.1,HIGH,66.436,21.333,0.609,80.776,31,1,0
Lentils,2.018,ROAD,2849.2,LOW,1.816,0.605,0.69,3.285,16,2,1
Fish_Farmed,2.704,ROAD,529.5,MEDIUM,13.792,3.651,0.172,17.634,11,2,2
Steel,0.246,RAIL,1404.5,HIGH,0.689,1.551,0.009,2.279,28,1,0
Rice,2.729,SEA,14442.3,LOW,10.915,1.091,0.591,12.996,26,3,1
Nuts,3.419,SEA,5266.0,HIGH,7.865,8.378,0.27,17.027,19,3,0
Wood,0.194,AIR,14948.8,LOW,0.097,0.078,2.752,2.79,33,0,1
Apples,1.045,SEA,9452.0,MEDIUM,0.418,0.783,0.148,1.293,1,3,2
Wheat,1.115,ROAD,1828.8,LOW,1.561,0.39,0.245,2.141,32,2,1
Shrimp,1.417,AIR,11035.4,MEDIUM,25.51,2.764,14.857,47.88,27,0,2
Plastic,5.42,SEA,5410.5,MEDIUM,18.971,13.009,0.44,32.973,22,3,2
Chicken,1.262,ROAD,407.8,LOW,8.707,0.631,0.062,8.824,7,2,1
Chicken,0.11,ROAD,1262.0,MEDIUM,0.761,0.166,0.017,0.938,7,2,2
Tofu,0.399,SEA,6682.6,LOW,0.797,0.159,0.04,0.985,29,3,1
Lettuce,15.874,RAIL,2952.6,MEDIUM,14.286,11.905,1.172,26.312,17,1,2
Polyester,2.526,SEA,13535.6,LOW,15.663,1.895,0.513,17.672,23,3,1
Tofu,0.597,ROAD,1567.5,LOW,1.193,0.239,0.112,1.36,29,2,1
Wood,2.362,ROAD,2269.5,HIGH,1.181,6.615,0.643,8.344,33,2,0
Paper,0.636,ROAD,2380.4,LOW,0.826,0.318,0.182,1.4,21,2,1
Wood,2.517,ROAD,237.4,MEDIUM,1.259,3.021,0.072,4.192,33,2,2
Aluminum,0.237,ROAD,2507.7,HIGH,1.942,2.072,0.071,3.968,0,2,0
Nuts,0.814,ROAD,1002.9,LOW,1.872,0.285,0.098,2.232,19,2,1
Bananas,14.496,SEA,6214.2,LOW,10.147,3.624,1.351,14.991,2,3,1
Leather,1.436,ROAD,1901.0,MEDIUM,24.417,4.309,0.328,30.673,15,2,2
Cheese,0.776,RAIL,4448.6,HIGH,10.476,2.716,0.086,13.086,6,1,0
Shrimp,4.48,ROAD,2222.7,HIGH,80.642,20.385,1.195,100.185,27,2,0
Steel,1.065,SEA,12304.9,MEDIUM,2.981,2.874,0.196,6.341,28,3,2
Turkey,9.87,ROAD,874.7,HIGH,107.578,34.543,1.036,141.386,31,2,0
Shrimp,1.169,ROAD,2796.4,MEDIUM,21.05,2.28,0.392,23.997,27,2,2
Aluminum,3.31,AIR,14948.2,HIGH,27.144,28.965,47.009,111.711,0,0,0
Pork,0.074,AIR,13253.9,HIGH,0.899,0.286,0.935,2.183,24,0,0
Rice,0.427,SEA,15494.9,MEDIUM,1.708,0.513,0.099,2.261,26,3,2
Apples,2.503,ROAD,1606.8,LOW,1.001,0.626,0.483,2.119,1,2,1
Milk,0.841,ROAD,2951.1,MEDIUM,1.598,0.883,0.298,2.896,18,2,2
Aluminum,0.317,ROAD,404.7,HIGH,2.601,2.776,0.015,5.715,0,2,0
Glass,0.578,SEA,15300.6,MEDIUM,0.52,1.04,0.133,1.696,13,3,2
Eggs,2.285,SEA,12923.1,HIGH,10.967,7.197,0.443,18.754,10,3,0
Tofu,3.756,ROAD,669.9,LOW,7.513,1.503,0.302,8.852,29,2,1
Plastic,0.338,SEA,7696.4,MEDIUM,1.183,0.811,0.039,1.956,22,3,2
Plastic,8.127,SEA,8952.4,MEDIUM,28.443,19.504,1.091,49.47,22,3,2
Cotton,3.916,SEA,7537.4,LOW,21.536,2.545,0.443,24.846,9,3,1
Aluminum,0.242,SEA,19323.2,HIGH,1.983,2.116,0.07,3.67,0,3,0
Wood,4.967,ROAD,1645.8,MEDIUM,2.484,5.961,0.981,9.536,33,2,2
Beef,6.42,ROAD,2306.4,MEDIUM,173.334,11.556,1.777,199.057,4,2,2
Lettuce,2.972,SEA,18756.8,HIGH,2.674,5.2,0.836,9.032,17,3,0
Tomatoes,0.62,AIR,6517.2,MEDIUM,1.302,0.558,3.839,5.09,30,0,2
Plastic,1.603,SEA,8546.8,LOW,5.609,1.282,0.205,7.636,22,3,1
Turkey,0.05,ROAD,344.3,MEDIUM,0.545,0.075,0.002,0.603,31,2,2
Nuts,0.662,ROAD,744.0,LOW,1.522,0.232,0.059,1.783,19,2,1
Tomatoes,0.455,ROAD,423.5,MEDIUM,0.956,0.41,0.023,1.468,30,2,2
Nuts,2.016,RAIL,4085.8,MEDIUM,4.636,2.116,0.206,6.73,19,1,2
Cotton,2.945,RAIL,3959.6,LOW,16.198,1.914,0.292,17.44,9,1,1
Rice,1.193,SEA,7916.1,LOW,4.774,0.477,0.142,5.693,26,3,1
Steel,2.327,SEA,10587.8,HIGH,6.515,14.659,0.37,21.991,28,3,0
Steel,0.132,AIR,10525.4,HIGH,0.37,0.832,1.321,2.587,28,0,0
Lettuce,5.017,RAIL,1115.7,MEDIUM,4.515,3.763,0.14,7.977,17,1,2
Glass,50.526,ROAD,1964.1,MEDIUM,45.473,90.946,11.908,141.027,13,2,2
Leather,1.488,RAIL,3216.2,HIGH,25.297,10.416,0.12,38.459,15,1,0
Cotton,0.146,ROAD,180.6,LOW,0.802,0.095,0.003,0.783,9,2,1
Wood,1.258,RAIL,3572.1,LOW,0.629,0.503,0.112,1.2,33,1,1
Aluminum,1.005,ROAD,2803.6,MEDIUM,8.244,3.77,0.338,13.332,0,2,2
Beans,8.629,SEA,5970.2,LOW,8.629,2.589,0.773,11.645,3,3,1
Butter,3.315,RAIL,782.2,MEDIUM,39.779,4.475,0.065,42.41,5,1,2
Fish_Wild,1.186,SEA,15254.3,LOW,3.44,0.475,0.271,3.896,12,3,1
Beans,16.599,RAIL,1542.8,LOW,16.599,4.98,0.64,22.478,3,1,1
Potatoes,4.217,AIR,13739.1,LOW,2.108,1.054,55.035,62.282,25,0,1
Nuts,0.424,ROAD,2442.3,MEDIUM,0.975,0.445,0.124,1.504,19,2,2
Polyester,0.959,ROAD,390.0,LOW,5.947,0.719,0.045,7.013,23,2,1
Beef,0.475,ROAD,2450.4,HIGH,12.829,1.996,0.14,14.242,4,2,0
Beans,8.217,ROAD,1806.4,LOW,8.217,2.465,1.781,13.081,3,2,1
Oats,0.539,ROAD,620.4,LOW,0.862,0.189,0.04,1.036,20,2,1
Lentils,4.636,ROAD,723.2,LOW,4.172,1.391,0.402,5.831,16,2,1
Eggs,0.773,RAIL,2446.6,LOW,3.713,0.348,0.047,3.998,10,1,1
Fish_Farmed,5.886,ROAD,2480.8,LOW,30.019,2.649,1.752,33.297,11,2,1
Fish_Farmed,0.984,AIR,3144.5,MEDIUM,5.016,1.328,2.938,9.357,11,0,2
Lettuce,0.945,SEA,9700.8,MEDIUM,0.851,0.709,0.138,1.761,17,3,2
Butter,59.74,AIR,10752.8,LOW,716.882,26.883,610.256,1398.656,5,0,1
Beans,3.936,RAIL,2971.2,MEDIUM,3.936,3.542,0.292,7.946,3,1,2
Wood,40.14,SEA,19885.9,HIGH,20.07,112.393,11.973,146.653,33,3,0
Beans,0.556,RAIL,1779.0,LOW,0.556,0.167,0.025,0.821,3,1,1
Wool,1.562,SEA,8493.5,MEDIUM,16.247,3.281,0.199,18.224,34,3,2
Steel,1.683,SEA,12987.9,HIGH,4.712,10.601,0.328,15.012,28,3,0
Beans,0.877,ROAD,1825.8,MEDIUM,0.877,0.79,0.192,1.824,3,2,2
Lentils,8.862,ROAD,585.8,LOW,7.975,2.658,0.623,12.06,16,2,1
Beans,1.279,SEA,9749.0,MEDIUM,1.279,1.152,0.187,2.576,3,3,2
Nuts,1.092,AIR,11771.5,MEDIUM,2.511,1.146,12.208,15.462,19,0,2
Fish_Farmed,4.869,SEA,12775.5,LOW,24.829,2.191,0.933,29.056,11,3,1
Paper,1.138,SEA,13642.1,LOW,1.48,0.569,0.233,2.333,21,3,1
Leather,8.05,ROAD,1571.9,MEDIUM,136.843,24.149,1.518,161.413,15,2,2
Wheat,20.815,SEA,14391.8,MEDIUM,29.14,21.855,4.493,59.306,32,3,2
Tofu,0.951,ROAD,1498.7,LOW,1.901,0.38,0.171,2.333,29,2,1
Butter,1.287,ROAD,1295.6,LOW,15.443,0.579,0.2,14.731,5,2,1
Fish_Wild,1.912,SEA,16127.6,MEDIUM,5.545,2.294,0.463,7.847,12,3,2
Beef,1.036,ROAD,2074.4,MEDIUM,27.974,1.865,0.258,29.344,4,2,2
Bananas,4.005,ROAD,1859.0,MEDIUM,2.803,3.004,0.893,6.98,2,2,2
Apples,3.139,RAIL,4694.6,LOW,1.256,0.785,0.368,2.596,1,1,1
Leather,3.001,AIR,7324.4,MEDIUM,51.015,9.003,20.881,73.386,15,0,2
Aluminum,4.848,AIR,7429.6,MEDIUM,39.753,18.18,34.217,89.094,0,0,2
Corn,0.848,ROAD,1197.1,LOW,0.933,0.297,0.122,1.378,8,2,1
Leather,0.917,RAIL,1014.9,HIGH,15.593,6.421,0.023,21.19,15,1,0
Chicken,0.789,ROAD,107.9,MEDIUM,5.443,1.183,0.01,6.557,7,2,2
Eggs,0.454,SEA,18573.8,LOW,2.179,0.204,0.126,2.4,10,3,1
Polyester,4.592,RAIL,4176.0,MEDIUM,28.473,10.333,0.479,39.751,23,1,2
Glass,1.13,RAIL,3603.8,LOW,1.017,0.678,0.102,1.878,13,1,1
Beef,0.472,ROAD,486.8,HIGH,12.757,1.984,0.028,15.805,4,2,0
Steel,1.795,SEA,17650.9,MEDIUM,5.025,4.846,0.475,10.311,28,3,2
Plastic,3.61,ROAD,2058.4,MEDIUM,12.636,8.665,0.892,22.285,22,2,2
Paper,0.655,SEA,10272.5,MEDIUM,0.851,0.982,0.101,1.924,21,3,2
Fish_Farmed,0.905,ROAD,555.7,MEDIUM,4.614,1.221,0.06,5.61,11,2,2
Glass,2.672,ROAD,752.1,LOW,2.405,1.603,0.241,4.064,13,2,1
Beans,0.999,ROAD,2436.1,LOW,0.999,0.3,0.292,1.526,3,2,1
Nuts,5.038,RAIL,2670.2,HIGH,11.587,12.343,0.336,23.305,19,1,0
Leather,1.2,ROAD,2403.6,HIGH,20.401,8.401,0.346,28.133,15,2,0
Apples,0.088,AIR,11242.3,LOW,0.035,0.022,0.942,0.925,1,0,1
Paper,0.776,ROAD,1815.8,LOW,1.009,0.388,0.169,1.479,21,2,1
Turkey,2.949,ROAD,2595.6,MEDIUM,32.145,4.424,0.919,40.268,31,2,2
Cheese,3.045,ROAD,480.3,HIGH,41.104,10.657,0.175,48.745,6,2,0
Rice,0.995,AIR,13569.2,LOW,3.979,0.398,12.822,17.668,26,0,1
Aluminum,1.274,ROAD,329.1,MEDIUM,10.445,4.777,0.05,14.583,0,2,2
Fish_Wild,3.855,ROAD,2950.0,LOW,11.18,1.542,1.365,14.263,12,2,1
Bananas,5.327,RAIL,3091.6,LOW,3.729,1.332,0.412,5.356,2,1,1
Corn,0.524,RAIL,3373.2,LOW,0.577,0.184,0.044,0.752,8,1,1
Paper,0.514,SEA,8346.7,MEDIUM,0.668,0.77,0.064,1.415,21,3,2
Turkey,13.952,SEA,11747.9,MEDIUM,152.079,20.928,2.459,164.321,31,3,2
Wool,0.481,SEA,18996.1,MEDIUM,5.004,1.011,0.137,6.018,34,3,2
Shrimp,1.285,ROAD,1075.3,HIGH,23.136,5.848,0.166,28.89,27,2,0
Fish_Farmed,1.042,SEA,15524.5,MEDIUM,5.313,1.406,0.243,7.082,11,3,2
Tofu,4.514,SEA,6959.8,MEDIUM,9.028,5.417,0.471,14.297,29,3,2
Polyester,0.982,RAIL,4434.4,MEDIUM,6.087,2.209,0.109,7.954,23,1,2
Nuts,0.501,RAIL,443.4,MEDIUM,1.152,0.526,0.006,1.824,19,1,2
Apples,21.213,RAIL,2996.7,MEDIUM,8.485,15.909,1.589,27.322,1,1,2
Rice,0.148,ROAD,1528.9,LOW,0.593,0.059,0.027,0.704,26,2,1
Turkey,0.507,ROAD,1206.4,HIGH,5.528,1.775,0.073,7.009,31,2,0
Bananas,47.459,ROAD,743.5,MEDIUM,33.221,35.594,4.234,69.233,2,2,2
Cotton,4.234,SEA,18295.5,MEDIUM,23.288,8.257,1.162,32.696,9,3,2
Lentils,1.689,ROAD,1388.1,LOW,1.521,0.507,0.281,2.321,16,2,1
Shrimp,0.198,ROAD,1954.3,HIGH,3.567,0.902,0.046,4.138,27,2,0
Wheat,1.068,ROAD,1531.2,LOW,1.495,0.374,0.196,2.139,32,2,1
Beef,2.115,ROAD,615.1,MEDIUM,57.117,3.808,0.156,52.693,4,2,2
Chicken,7.16,ROAD,184.5,LOW,49.406,3.58,0.159,50.922,7,2,1
Turkey,2.887,SEA,14229.8,HIGH,31.465,10.103,0.616,43.874,31,3,0
Wood,4.315,AIR,2732.5,MEDIUM,2.157,5.178,11.201,17.82,33,0,2
Cheese,3.761,ROAD,332.0,HIGH,50.779,13.165,0.15,65.63,6,2,0
Cheese,0.308,RAIL,2290.5,HIGH,4.16,1.078,0.018,5.191,6,1,0
Rice,0.464,ROAD,2588.9,LOW,1.857,0.186,0.144,2.193,26,2,1
Tofu,17.483,SEA,8018.9,LOW,34.966,6.993,2.103,48.576,29,3,1
Fish_Wild,1.004,RAIL,1538.6,LOW,2.911,0.401,0.039,3.241,12,1,1
Butter,16.205,SEA,18788.6,MEDIUM,194.459,21.877,4.567,231.011,5,3,2
Shrimp,2.409,AIR,2605.3,HIGH,43.357,10.96,5.962,58.428,27,0,0
Polyester,6.774,ROAD,2619.2,LOW,42.0,5.081,2.129,46.218,23,2,1
Pork,2.18,ROAD,515.3,MEDIUM,26.379,3.597,0.135,32.456,24,2,2
Bananas,1.612,ROAD,2308.9,LOW,1.128,0.403,0.447,2.117,2,2,1
Rice,0.493,AIR,3046.8,MEDIUM,1.973,0.592,1.428,3.902,26,0,2
Fish_Wild,0.818,AIR,9087.1,LOW,2.372,0.327,7.06,10.571,12,0,1
Shrimp,0.473,ROAD,2965.8,MEDIUM,8.52,0.923,0.168,10.575,27,2,2
Bananas,2.686,RAIL,3312.2,LOW,1.88,0.672,0.222,2.659,2,1,1
Pork,0.489,RAIL,2832.8,HIGH,5.916,1.882,0.035,7.648,24,1,0
Chicken,2.468,ROAD,2110.5,LOW,17.03,1.234,0.625,18.006,7,2,1
Shrimp,3.129,ROAD,936.5,MEDIUM,56.322,6.102,0.352,63.41,27,2,2
Nuts,2.062,ROAD,2910.6,HIGH,4.742,5.052,0.72,10.152,19,2,0
Aluminum,2.068,SEA,12471.6,HIGH,16.954,18.091,0.387,35.67,0,3,0
Milk,0.27,RAIL,1017.9,MEDIUM,0.512,0.283,0.007,0.748,18,1,2
Fish_Farmed,14.503,RAIL,2863.8,LOW,73.966,6.526,1.038,77.566,11,1,1
Wheat,1.022,RAIL,1428.9,MEDIUM,1.431,1.073,0.037,2.464,32,1,2
Beans,1.402,ROAD,1546.0,LOW,1.402,0.421,0.26,2.045,3,2,1
Lentils,0.426,RAIL,2759.5,LOW,0.383,0.128,0.029,0.509,16,1,1
Leather,1.31,ROAD,2102.1,HIGH,22.263,9.167,0.33,33.005,15,2,0
Lettuce,3.245,SEA,16224.3,LOW,2.921,0.811,0.79,4.304,17,3,1
Beef,0.362,AIR,6121.9,HIGH,9.787,1.522,2.108,13.345,4,0,0
Apples,29.741,RAIL,1830.8,LOW,11.896,7.435,1.361,19.988,1,1,1
Beef,11.278,ROAD,704.4,MEDIUM,304.51,20.301,0.953,329.175,4,2,2
Apples,1.011,ROAD,2266.3,LOW,0.404,0.253,0.275,0.894,1,2,1
Corn,1.987,SEA,19797.8,MEDIUM,2.186,2.087,0.59,4.789,8,3,2
Plastic,2.503,SEA,10107.4,MEDIUM,8.759,6.006,0.379,14.2,22,3,2
Plastic,0.42,RAIL,2319.6,LOW,1.47,0.336,0.024,1.715,22,1,1
Paper,2.045,ROAD,2784.1,MEDIUM,2.658,3.067,0.683,6.853,21,2,2
Butter,0.7,SEA,10767.2,LOW,8.405,0.315,0.113,9.504,5,3,1
Cotton,0.65,SEA,15068.9,LOW,3.573,0.422,0.147,4.285,9,3,1
Fish_Wild,0.149,ROAD,444.7,MEDIUM,0.433,0.179,0.008,0.65,12,2,2
Beef,1.232,SEA,7237.5,MEDIUM,33.261,2.217,0.134,35.735,4,3,2
Eggs,7.552,ROAD,1536.9,HIGH,36.247,23.787,1.393,58.511,10,2,0
Paper,0.546,ROAD,820.7,LOW,0.71,0.273,0.054,0.996,21,2,1
Turkey,7.539,ROAD,133.7,HIGH,82.177,26.387,0.121,99.876,31,2,0
Nuts,2.972,ROAD,2309.1,MEDIUM,6.836,3.121,0.824,11.501,19,2,2
Tofu,1.916,SEA,10354.5,LOW,3.832,0.766,0.298,5.375,29,3,1
Leather,0.396,ROAD,241.6,HIGH,6.74,2.775,0.011,9.509,15,2,0
Tofu,1.627,ROAD,1729.9,LOW,3.254,0.651,0.338,3.868,29,2,1
Bananas,0.979,ROAD,813.0,LOW,0.685,0.245,0.096,0.932,2,2,1
Fish_Wild,0.978,AIR,4952.3,MEDIUM,2.837,1.174,4.603,8.609,12,0,2
Pork,1.887,SEA,9857.8,MEDIUM,22.832,3.113,0.279,25.894,24,3,2
Cheese,2.317,SEA,13799.1,HIGH,31.277,8.109,0.48,42.292,6,3,0
Potatoes,2.986,ROAD,2076.5,MEDIUM,1.493,2.239,0.744,4.36,25,2,2
Polyester,4.937,RAIL,1946.7,MEDIUM,30.611,11.109,0.24,42.689,23,1,2
Wood,5.133,SEA,15985.7,HIGH,2.566,14.372,1.231,17.873,33,3,0
Rice,1.126,SEA,14763.7,LOW,4.503,0.45,0.249,5.137,26,3,1
Nuts,3.578,RAIL,2901.6,HIGH,8.23,8.767,0.26,16.668,19,1,0
Shrimp,1.519,RAIL,4554.3,HIGH,27.336,6.91,0.173,31.705,27,1,0
Lettuce,3.512,ROAD,1446.2,LOW,3.161,0.878,0.609,4.599,17,2,1
Nuts,2.397,SEA,19165.5,HIGH,5.513,5.872,0.689,11.263,19,3,0
Turkey,1.242,ROAD,1331.4,LOW,13.536,0.621,0.198,14.719,31,2,1
Lamb,0.704,ROAD,674.6,HIGH,16.888,2.955,0.057,21.116,14,2,0
Rice,3.149,ROAD,2116.8,MEDIUM,12.596,3.779,0.8,15.009,26,2,2
Pork,2.305,SEA,19443.1,HIGH,27.892,8.875,0.672,39.794,24,3,0
Wood,0.476,ROAD,1295.8,HIGH,0.238,1.334,0.074,1.664,33,2,0
Polyester,0.455,SEA,9820.2,LOW,2.819,0.341,0.067,3.177,23,3,1
Shrimp,0.616,ROAD,1419.0,MEDIUM,11.087,1.201,0.105,12.945,27,2,2
Fish_Wild,2.209,ROAD,1280.7,MEDIUM,6.406,2.651,0.339,9.3,12,2,2
Potatoes,3.875,ROAD,2087.1,LOW,1.938,0.969,0.971,3.69,25,2,1
Butter,2.286,ROAD,1396.9,MEDIUM,27.429,3.086,0.383,31.565,5,2,2
Cheese,4.383,ROAD,2726.3,HIGH,59.173,15.341,1.434,72.552,6,2,0
Tomatoes,0.526,RAIL,702.1,MEDIUM,1.104,0.473,0.009,1.629,30,1,2
Lentils,0.756,RAIL,364.7,LOW,0.68,0.227,0.007,0.93,16,1,1
Lentils,1.738,SEA,7136.2,LOW,1.564,0.521,0.186,2.247,16,3,1
Tomatoes,1.159,AIR,3107.9,MEDIUM,2.434,1.043,3.423,6.932,30,0,2
Eggs,8.903,RAIL,774.2,MEDIUM,42.735,12.019,0.172,59.425,10,1,2
Shrimp,0.757,SEA,17733.1,HIGH,13.62,3.443,0.201,17.852,27,3,0
Beef,0.126,SEA,5004.8,MEDIUM,3.414,0.228,0.009,3.689,4,3,2
Fish_Farmed,4.671,ROAD,2819.2,MEDIUM,23.822,6.306,1.58,32.039,11,2,2
Chicken,1.06,ROAD,1454.2,MEDIUM,7.312,1.59,0.185,9.313,7,2,2
Plastic,0.645,ROAD,904.4,MEDIUM,2.256,1.547,0.07,3.719,22,2,2
Lamb,3.143,SEA,11846.5,HIGH,75.437,13.202,0.559,85.873,14,3,0
Aluminum,0.375,ROAD,1696.1,HIGH,3.072,3.278,0.076,6.28,0,2,0
Plastic,0.104,SEA,9226.8,LOW,0.365,0.083,0.014,0.463,22,3,1
Steel,2.208,SEA,15682.0,MEDIUM,6.182,5.961,0.519,12.593,28,3,2
Wood,0.837,RAIL,905.0,LOW,0.418,0.335,0.019,0.77,33,1,1
Chicken,0.714,AIR,3169.5,LOW,4.925,0.357,2.149,6.969,7,0,1
Fish_Farmed,1.353,SEA,18918.6,LOW,6.902,0.609,0.384,7.44,11,3,1
Steel,1.896,ROAD,2613.9,MEDIUM,5.309,5.12,0.595,11.424,28,2,2
Leather,2.481,SEA,11296.9,HIGH,42.181,17.369,0.42,58.165,15,3,0
Tofu,0.451,ROAD,2250.2,LOW,0.902,0.18,0.122,1.157,29,2,1
Lentils,0.18,ROAD,894.6,LOW,0.162,0.054,0.019,0.216,16,2,1
Beef,1.936,ROAD,2076.3,MEDIUM,52.267,3.484,0.482,58.641,4,2,2
Rice,0.987,SEA,17806.8,LOW,3.947,0.395,0.264,4.688,26,3,1
Corn,0.769,ROAD,532.3,LOW,0.846,0.269,0.049,1.081,8,2,1
Pork,12.019,ROAD,2567.1,HIGH,145.431,46.273,3.702,192.441,24,2,0
Cotton,8.608,SEA,9688.8,LOW,47.345,5.595,1.251,58.091,9,3,1
Potatoes,1.56,SEA,19236.1,LOW,0.78,0.39,0.45,1.671,25,3,1
Apples,0.176,ROAD,2931.2,LOW,0.07,0.044,0.062,0.169,1,2,1
Leather,2.947,ROAD,2165.7,MEDIUM,50.1,8.841,0.766,67.542,15,2,2
Cotton,0.751,SEA,12917.0,LOW,4.13,0.488,0.145,4.946,9,3,1
Lamb,0.718,ROAD,2038.4,MEDIUM,17.235,1.293,0.176,19.344,14,2,2
Lettuce,17.858,ROAD,1607.2,HIGH,16.072,31.251,3.444,54.887,17,2,0
Eggs,1.054,SEA,6805.3,LOW,5.057,0.474,0.108,5.998,10,3,1
Corn,1.44,SEA,10348.8,MEDIUM,1.584,1.512,0.223,3.146,8,3,2
Cheese,2.972,RAIL,4579.7,MEDIUM,40.116,4.457,0.34,48.761,6,1,2
Beans,2.119,ROAD,730.0,LOW,2.119,0.636,0.186,2.852,3,2,1
Eggs,2.183,SEA,13370.4,MEDIUM,10.476,2.946,0.438,12.915,10,3,2
Lamb,0.87,ROAD,1010.9,HIGH,20.873,3.653,0.106,24.611,14,2,0
Wood,2.639,SEA,19840.7,MEDIUM,1.319,3.167,0.785,5.333,33,3,2
Bananas,1.136,SEA,14506.7,LOW,0.795,0.284,0.247,1.333,2,3,1
Fish_Wild,3.44,AIR,8270.6,LOW,9.976,1.376,27.027,35.129,12,0,1
Steel,0.814,ROAD,1571.7,MEDIUM,2.278,2.197,0.153,4.432,28,2,2
